20240320_093513.jpg,"(153.13591770568217, 109.16270661157024)"
20240320_093517.jpg,"(151.98802019288513, 108.37712096338899)"
20240320_093521.jpg,"(167.88870577779605, 116.48287925555492)"
20240320_093523.jpg,"(168.29410156138292, 124.51221628889158)"
20240320_093524.jpg,"(165.3061113057279, 124.4083632556693)"
20240320_093528(0).jpg,"(155.745503606766, 121.81040495242213)"
20240320_093528.jpg,"(158.1670433768123, 123.72881181367782)"
20240320_101229.jpg,"(145.01056426763705, 127.58785102519373)"
20240320_111010.jpg,"(134.41960401534214, 121.13546440239926)"
20240320_111011.jpg,"(134.41609934870885, 121.39635339961822)"
20240320_111021.jpg,"(118.78340257621035, 114.01167585486431)"
20240320_111027.jpg,"(131.27363276223227, 123.30614582290742)"
20240320_111039(0).jpg,"(122.95194764610389, 122.55194899891774)"
20240320_111039.jpg,"(122.91318858225107, 122.66879207251081)"
20240320_111057.jpg,"(118.1893712121212, 119.14939434523808)"
20240320_111100.jpg,"(106.36814853896104, 116.65888460497834)"
20240320_111104.jpg,"(123.14303544372294, 127.67921834415583)"
20240320_111110.jpg,"(136.11120021645021, 121.59522253787878)"
20240320_111751.jpg,"(131.78903926513482, 126.39896810389202)"
20240320_111807.jpg,"(132.60016371643454, 151.2659087334496)"
20240320_111810.jpg,"(139.11386781863936, 154.9600704373874)"
20240320_111811.jpg,"(136.73598602512223, 152.1764871207355)"
20240320_111812.jpg,"(138.7527265220624, 155.2370664463525)"
20240320_111855.jpg,"(125.90790727144041, 115.15268076725098)"
20240320_111857.jpg,"(127.38928184606365, 114.86116966992192)"
20240320_111902(0).jpg,"(131.33142762445885, 124.1997489177489)"
20240320_111902.jpg,"(131.70269237012985, 125.04103057359306)"
20240320_111907.jpg,"(126.99362571581257, 116.0855601568532)"
20240320_111908.jpg,"(125.78908953287197, 114.65443555810145)"
20240320_111955.jpg,"(135.69637281413537, 118.09960563284623)"
20240320_111958.jpg,"(139.4802832061969, 117.36728122140323)"
20240320_112302.jpg,"(21.647546420579655, 25.956549685078212)"
20240320_112303.jpg,"(19.25755434724327, 23.278279065029025)"
20240320_112333.jpg,"(65.72630200141553, 79.74532186096971)"
20240320_112403.jpg,"(140.16662626630014, 117.21825804641253)"
20240320_112421(0).jpg,"(132.1568818096028, 110.49486755233205)"
20240320_112421.jpg,"(129.2283201952086, 106.96360247201092)"
20240320_112426.jpg,"(113.94204653679652, 113.4110834686147)"
20240320_112430.jpg,"(114.73141314935064, 105.36248633658008)"
20240320_112431.jpg,"(115.41912405303029, 106.27125676406925)"
20240320_112530.jpg,"(155.64486958874457, 134.89364109848484)"
20240320_112533.jpg,"(123.51907697510822, 127.00810606060605)"
20240320_112536.jpg,"(115.10993046536795, 120.22094859307359)"
20240320_112542.jpg,"(131.9171494975907, 125.62799148889015)"
20240320_112543.jpg,"(128.26243199333695, 121.81719992171637)"
20240320_112547.jpg,"(131.7463084490906, 127.02502227419285)"
20240320_112751.jpg,"(109.74622020128542, 120.36379442774313)"
20240320_112754.jpg,"(94.29742459392604, 117.24003436525922)"
20240320_112757.jpg,"(117.23570150973003, 126.80873081336325)"
20240320_113955.jpg,"(132.4706975955489, 115.65503039299092)"
